asv,D1N1_419,D1N2_125,D1N3_90,D1N4_45,D2N1_40,D2N2_125,D2N3_200,D2N4_620,D2N5_5,total,Kingdom,Supergroup,Division,Class,Order,Family,Genus,Species
ASV142,217,0,12,61,738,90,161,92,236,1607,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium heterogrammum
ASV76,106,0,14,47,294,0,38,394,664,1557,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp.
ASV99,0,91,78,87,673,67,359,27,154,1536,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV143,48,0,20,388,273,38,172,103,376,1418,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Torodiniales,Torodiniaceae,Torodinium,Torodinium robustum
ASV210,111,87,49,370,394,0,118,94,125,1348,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,Blastodinium mangini
ASV152,0,84,25,449,524,23,17,29,187,1338,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV218,186,0,25,473,376,4,69,0,204,1337,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV149,151,211,6,238,220,37,172,176,112,1323,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV223,0,292,126,314,320,35,27,32,57,1203,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV342,181,0,0,251,627,0,22,64,35,1180,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp.
ASV132,227,0,69,334,260,10,15,0,225,1140,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV188,0,0,20,48,250,33,127,64,596,1138,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV440,0,0,0,30,800,28,20,37,174,1089,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp.
ASV193,30,103,102,264,63,45,140,200,141,1088,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV176,0,0,37,256,516,40,92,22,116,1079,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium dominans
ASV473,0,0,13,361,0,184,244,243,16,1061,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyta_XX,Dinophyta_XXX,Dinophyta_XXXX,Dinophyta XXXX sp.
ASV396,0,73,68,88,61,177,243,306,6,1022,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp.
ASV672,0,0,639,0,0,343,0,34,0,1016,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp.
ASV516,0,0,125,583,6,61,79,137,6,997,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp.
ASV101,63,0,0,121,390,0,123,37,233,967,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV150,211,0,42,29,140,0,71,0,434,927,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV340,0,13,329,57,383,0,110,0,31,923,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Pentapharsodinium,Pentapharsodinium sp.
ASV490,0,190,0,0,0,346,363,10,4,913,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Chytriodiniaceae,Chytriodinium,Chytriodinium roseum
ASV710,0,0,4,512,305,3,0,0,18,842,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV424,117,0,51,141,337,46,21,82,21,816,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV562,0,0,12,22,717,0,0,60,0,811,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Biecheleria,Biecheleria sp.
ASV645,0,183,0,0,0,58,262,241,23,767,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Chytriodiniaceae,Chytriodinium,Chytriodinium roseum
ASV77,181,0,37,122,80,9,110,6,183,728,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,Lepidodinium chlorophorum
ASV663,97,29,138,54,55,61,128,141,16,719,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa nei/rotundata
ASV326,190,59,53,103,122,44,79,0,56,706,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,Blastodinium mangini
ASV686,0,0,87,0,231,250,53,26,57,704,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp.
ASV876,0,0,0,0,699,0,0,0,0,699,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp.
ASV261,0,0,38,419,95,10,115,0,17,694,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV767,0,0,1,0,0,128,258,256,0,643,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV788,114,0,221,0,0,51,57,119,8,570,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV614,0,0,0,61,0,23,0,466,7,557,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,Blastodinium mangini
ASV126,194,0,21,0,19,0,63,73,179,549,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium sp.
ASV1035,0,0,536,2,0,9,0,0,0,547,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Chytriodiniaceae,Chytriodinium,Chytriodinium affine
ASV951,0,132,37,0,0,52,110,210,4,545,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV427,146,0,0,95,183,0,26,37,47,534,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV1112,0,0,140,0,15,4,28,344,0,531,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Chytriodiniaceae,Chytriodinium,Chytriodinium affine
ASV1092,0,0,1,0,2,467,47,4,0,521,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV461,0,0,16,83,247,0,29,33,109,517,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp.
ASV156,80,37,0,20,97,0,98,0,166,498,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV494,0,0,0,336,46,0,61,1,34,478,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV498,114,63,0,13,42,0,121,0,115,468,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV359,0,0,4,118,178,0,1,0,165,466,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium sp.
ASV793,0,0,98,112,9,62,78,86,8,453,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV244,0,0,9,55,127,13,122,88,37,451,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,NA
ASV328,0,2,5,148,156,35,75,21,9,451,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV232,54,0,2,52,157,36,42,0,105,448,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV651,0,0,0,94,241,0,72,0,27,434,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,NA
ASV114,82,112,34,35,0,27,66,70,2,428,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV258,279,2,24,0,7,11,92,2,7,424,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Scrippsiella,Scrippsiella acuminata
ASV552,0,6,0,0,213,0,167,6,31,423,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,Blastodinium contortum
ASV1000,0,84,23,206,0,62,30,15,3,423,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA
ASV1341,0,311,82,0,0,6,0,0,0,399,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp.
ASV1137,0,0,31,129,186,12,0,0,37,395,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,Blastodinium mangini
ASV295,0,1,13,56,119,12,13,107,73,394,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV1250,0,0,11,0,0,0,0,379,0,390,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium helveticum
ASV555,165,0,36,0,79,0,26,0,63,369,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium fusiforme
ASV506,0,14,43,0,0,135,127,44,4,367,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium spirale
ASV457,57,0,39,0,0,15,126,0,127,364,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,NA
ASV619,0,0,28,0,265,0,0,0,66,359,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp.
ASV399,69,0,0,13,0,0,269,0,0,351,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Pentapharsodinium,Pentapharsodinium tyrrhenicum
ASV722,0,0,0,164,113,3,59,0,2,341,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV327,0,0,67,30,46,3,3,83,108,340,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV392,184,0,0,0,0,0,78,0,78,340,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karenia,Karenia brevis
ASV257,149,0,0,15,27,0,0,113,33,337,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV419,174,0,18,16,7,0,91,0,24,330,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,NA
ASV790,0,30,40,54,0,48,35,108,15,330,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa nei/rotundata
ASV485,0,0,0,4,113,4,173,0,33,327,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV478,0,0,60,0,109,0,37,0,119,325,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA
ASV1454,0,0,63,0,0,0,96,152,0,311,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV560,0,0,4,60,128,18,0,76,23,309,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum donghaiense
ASV251,78,0,0,0,46,0,67,29,85,305,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp.
ASV290,0,0,0,29,48,4,174,0,48,303,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp.
ASV1593,201,0,0,0,0,0,70,0,28,299,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Chytriodiniaceae,Chytriodinium,Chytriodinium roseum
ASV1587,0,0,0,215,8,0,69,0,5,297,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,NA
ASV979,0,0,25,63,168,0,0,0,34,290,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp.
ASV1161,0,0,0,0,114,9,67,0,97,287,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV1193,0,26,25,0,0,27,131,77,0,286,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV1145,207,0,0,0,0,0,0,68,0,275,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Ceratoperidiniaceae,Ceratoperidinium,Ceratoperidinium falcatum
ASV278,101,0,0,0,20,3,101,0,44,269,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Scrippsiella,Scrippsiella acuminata
ASV1391,78,0,73,1,17,0,100,0,0,269,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV406,112,64,0,25,0,0,41,0,26,268,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp.
ASV1121,0,0,1,31,212,0,18,0,5,267,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV1719,0,0,196,4,0,0,0,65,0,265,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Abedinium,Abedinium dasypus
ASV1453,0,0,6,40,146,0,0,0,71,263,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium helveticum
ASV1321,0,134,70,9,13,19,13,4,0,262,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV1049,0,0,0,0,128,0,0,35,98,261,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV1127,181,74,0,0,0,0,0,0,0,255,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp.
ASV305,166,0,0,0,10,0,0,57,21,254,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Biecheleria,Biecheleria sp.
ASV293,0,0,0,0,0,0,171,65,13,249,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Ceratoperidiniaceae,Ceratoperidinium,Ceratoperidinium falcatum
ASV1790,0,0,110,0,0,26,110,0,1,247,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV320,0,0,35,30,17,8,24,4,128,246,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV521,73,0,0,15,0,0,157,0,0,245,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV752,102,103,0,0,16,0,0,0,14,235,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV885,109,0,0,0,0,0,59,67,0,235,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,Lepidodinium sp.
ASV1183,0,0,0,109,60,0,60,0,4,233,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp.
ASV1818,0,26,141,41,5,9,0,11,0,233,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyta_XX,Dinophyta_XXX,Dinophyta_XXXX,Dinophyta XXXX sp.
ASV943,0,0,0,2,115,0,0,74,41,232,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Pentapharsodinium,NA
ASV877,0,78,0,113,37,0,0,0,0,228,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,NA
ASV1872,0,31,99,0,0,21,27,50,0,228,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyta_XX,Dinophyta_XXX,Dinophyta_XXXX,Dinophyta XXXX sp.
ASV1584,0,3,63,0,11,59,41,42,0,219,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium dominans
ASV1935,0,62,76,0,0,9,52,17,0,216,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa nei/rotundata
ASV1788,0,106,24,0,0,47,11,23,3,214,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV559,37,0,0,22,41,3,8,74,28,213,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV761,0,0,25,70,67,0,0,0,51,213,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,Gyrodinium dominans
ASV833,0,0,0,6,15,0,73,69,50,213,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum sp.
ASV1249,126,0,0,0,0,0,32,54,1,213,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Torodiniales,Torodiniaceae,Torodinium,Torodinium teredo
ASV1096,112,46,42,0,3,0,0,0,8,211,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Margalefidinium,Margalefidinium polykrikoides
ASV567,0,5,37,6,113,0,0,9,40,210,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Amphidomataceae,Amphidoma,Amphidoma languida
ASV1763,0,0,0,0,0,0,34,173,3,210,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Chytriodiniaceae,Chytriodinium,Chytriodinium roseum
ASV451,0,0,0,0,3,0,162,25,18,208,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,NA
ASV1182,0,0,21,114,67,0,0,0,0,202,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophysiales,Oxyphysiaceae,Phalachroma,Phalacroma doryphorum
ASV1383,0,0,0,0,0,0,0,202,0,202,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp.
ASV508,85,3,35,56,0,0,0,0,22,201,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Amphidomataceae,Azadinium,Azadinium trinitatum
ASV993,100,0,0,0,15,0,0,0,84,199,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,NA
ASV390,0,0,9,28,21,21,32,79,7,197,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Prorocentrales,Prorocentraceae,Prorocentrum,Prorocentrum cordatum
ASV356,0,0,20,18,44,4,69,0,41,196,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV1944,0,103,53,22,0,0,0,0,17,195,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Dinophyceae_X,Dinophyceae_XX,Dinophyceae_XXX,Dinophyceae XXX sp.
ASV780,0,0,0,44,81,0,0,0,62,187,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV1433,93,0,0,5,16,0,59,0,14,187,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV2104,0,0,31,0,0,154,0,0,0,185,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp.
ASV1328,0,0,0,138,41,0,0,0,2,181,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,NA
ASV1429,0,0,0,0,0,0,0,181,0,181,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Thoracosphaeraceae_X,Thoracosphaeraceae X sp.
ASV1711,0,0,36,4,0,3,86,49,2,180,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Thoracosphaeraceae,Scrippsiella,Scrippsiella acuminata
ASV681,0,0,0,0,129,0,0,0,50,179,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Biecheleria,Biecheleria sp.
ASV597,0,0,3,22,10,0,119,0,24,178,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Suessiales,Suessiaceae,Pelagodinium,Pelagodinium beii
ASV707,59,0,33,44,3,16,0,0,20,175,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,Lepidodinium chlorophorum
ASV894,94,0,31,0,12,9,0,0,28,174,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Lepidodinium,Lepidodinium sp.
ASV915,0,0,0,63,109,0,0,0,0,172,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa sp.
ASV1345,0,0,0,27,0,7,65,0,73,172,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA
ASV1242,0,0,0,171,0,0,0,0,0,171,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Ceratoperidiniaceae,Ceratoperidinium,Ceratoperidinium falcatum
ASV534,0,0,0,0,21,10,116,0,21,168,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Amphidomataceae,Azadinium,Azadinium trinitatum
ASV2221,0,0,0,166,0,0,0,0,0,166,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,Tripos furca
ASV385,0,0,0,68,19,0,0,33,45,165,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa nei/rotundata
ASV183,0,0,0,1,0,0,124,0,39,164,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp.
ASV705,35,0,0,8,48,0,51,0,21,163,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Kareniaceae,Karlodinium,Karlodinium veneficum
ASV657,0,0,0,0,0,0,135,0,26,161,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp.
ASV512,0,0,0,0,0,1,74,68,13,156,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gyrodinium,NA
ASV1800,0,0,0,156,0,0,0,0,0,156,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp.
ASV1808,89,0,0,0,0,0,39,0,27,155,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Blastodiniaceae,Blastodinium,Blastodinium mangini
ASV540,79,0,0,10,0,0,62,0,2,153,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Protoperidiniaceae,Protoperidinium,Protoperidinium bipes
ASV2357,0,0,0,0,0,149,0,0,0,149,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Warnowiaceae,Warnowia,Warnowia sp.
ASV1340,0,5,0,19,27,0,5,60,31,147,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Peridiniales,Heterocapsaceae,Heterocapsa,Heterocapsa sp.
ASV1813,4,0,0,133,4,0,1,0,2,144,Eukaryota,Alveolata,Dinoflagellata,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Gymnodinium,Gymnodinium sp.
